show_id,show_date,country_raw,event_type_raw,status_raw,capacity,tickets_sold,ticket_price_raw,marketing_spend,fan_rating
RAW0318,2026-10-06, Brazil ,FESTIVAL,POSTPONED,20100,,73,18880,
RAW0319,2026-01-21,argentina,club-show, postponed,3000,,TBD,2694,
RAW0320,2026-05-07,Argentina,ARENA SHOW, COMPLETE ,13400,13010,$79,,
RAW0321,2026-08-21,ARGENTINA,Arena-Show,completed,12100,11930,78 USD,12076,4.7
RAW0322,2026-12-07, Argentina ,club-show,Complete,3100,2900,61,2801,4.7
RAW0323,2026-03-22,colombia,STADIUM,Completed ,42800,37930, 93 ,21394,4.5
RAW0324,2026-07-08,Colombia,FESTIVAL, COMPLETE ,21700,21590,$71,20332,
RAW0325,2026-10-22,COLOMBIA,festival-show,completed,24900,19890,75 USD,,4.4
RAW0326,2026-02-04, Nigeria ,STADIUM,Complete,32100,26920,72,30044,4.5
RAW0327,2026-05-18,nigeria,Stadium-Show,Completed ,33100,22770, 75 ,19623,
RAW0328,2026-09-04,Nigeria,festival-show, COMPLETE ,15400,10860,,14173,
RAW0329,2026-12-18,NIGERIA, Festival ,completed,15100,,56 USD,0,4.8
RAW0330,2026-04-05, South Africa ,Arena-Show,Complete,7800,6250,68,,4.7
RAW0331,2026-07-19,south-africa,arena show ,Completed ,8100,6770, 59 ,6597,4.3
RAW0332,2026-11-05,South Africa,CLUB SHOW , COMPLETE ,2000,1500,$43,1051,
RAW0333,2026-02-20,KENYA,Stadium-Show,completed,28300,19500,FREE,28515,4.4
RAW0334,2026-06-06, Kenya ,festival-show,Complete,14500,12670,50,12165,
RAW0335,2026-09-20,kenya, Festival ,Completed ,14400,11170, 58 ,,4.1
RAW0336,2026-01-07,Egypt,Arena-Show,CANCELLED,9300,0,$65,0,
RAW0337,2026-04-21,EGYPT,arena show ,cancelled ,8800,0,65 USD,6285,
RAW0338,2026-08-07, Egypt ,CLUB SHOW ,Postponed ,2100,,39,2001,
RAW0339,2026-11-21,Atlantis,Club,POSTPONED,1800,, 39 ,0,
RAW0340,2026-03-08,Ghana,festival-show, COMPLETE ,14300,10470,$54,,
RAW0341,2026-06-22,GHANA, Festival ,completed,16300,14640,52 USD,15030,4.8
RAW0342,2026-10-08, Ghana ,Stadium-Show,Complete,33800,25270,67,20987,
RAW0343,2026-01-18,japan,stadium show ,Completed ,42300,34010, 101 ,0,
RAW0344,2026-05-04,Japan, Festival , COMPLETE ,21300,18590,$86,17344,
RAW0345,2026-08-18,JAPAN,FESTIVAL,completed,22900,20580,84 USD,,4.7
RAW0346,2026-12-04,,stadium show ,Complete,37200,27890,97,34806,4.7
RAW0347,2026-03-19,"KOREA, SOUTH",ARENA SHOW,Completed ,11100,10360, 90 ,0,4.5
RAW0348,2026-07-05,South Korea,Club, COMPLETE ,2600,2440,TBD,2219,
RAW0349,2026-10-19,south-korea,club-show,completed,2500,2300,66 USD,2423,4.8
RAW0350,2026-02-06, Singapore , Festival ,Complete,23400,19230,80,,4.6
RAW0351,2026-05-20,singapore,FESTIVAL,Completed ,21600,17880, 88 ,11942,4.7
RAW0352,2026-09-06,Singapore,stadium show , COMPLETE ,45700,35100,$106,0,
RAW0353,2026-12-20,SINGAPORE,STADIUM,completed,42700,33240,95 USD,19473,4.7
RAW0354,2026-04-07, Thailand ,Club,Complete,2800,2310,66,1525,4.5
RAW0355,2026-07-21,thailand,club-show,Completed ,3000,2800, 66 ,,4.7
RAW0356,2026-11-07,Thailand,,Canceled,10800,0,$86,10019,
RAW0357,2026-02-22,INDIA,FESTIVAL,CANCELLED,20800,0,88 USD,12956,
RAW0358,2026-06-08, India ,stadium show , postponed,44000,,106,0,
RAW0359,2026-09-22,india,STADIUM,Postponed ,44400,, 105 ,0,
RAW0360,2026-01-04,France,FESTIVAL, COMPLETE ,29000,22140,$106,,
RAW0361,2026-04-18,FRANCE,festival-show,completed,26800,20080,96 USD,20893,
RAW0362,2026-08-04, France ,STADIUM,Complete,58500,44660,122,50327,4.4
RAW0363,2026-11-18,france,Stadium-Show,Completed ,56100,39340, 120 ,35567,4.0
RAW0364,2026-03-05,uk,club-show, COMPLETE ,3300,2670,$92,1982,
RAW0365,2026-06-19,U.K.,CLUB SHOW ,completed,3900,3430,91 USD,,4.8
RAW0366,2026-10-05,United Kingdom ,Arena-Show,Complete,14100,11370,104,0,
RAW0367,2026-01-20,germany,festival-show,Completed ,29000,20080, 96 ,23954,4.5
RAW0368,2026-05-06,Germany,STADIUM, COMPLETE ,56700,37120,$116,28820,
RAW0369,2026-08-20,GERMANY,Stadium-Show,completed,61100,46070,,0,4.4
RAW0370,2026-12-06, Germany ,festival-show,Complete,26200,18420,FREE,,4.2
RAW0371,2026-03-21,spain,CLUB SHOW ,Completed ,3800,3060, 88 ,3832,4.5
RAW0372,2026-07-07,Spain,Arena-Show, COMPLETE ,15800,13370,$110,13499,
RAW0373,2026-10-21,SPAIN,arena show ,completed,15800,12290,106 USD,11327,4.5
RAW0374,2026-02-08, Italy ,STADIUM,Complete,54000,39580,120,0,
RAW0375,2026-05-22,italy,Stadium-Show,Completed ,48400,36510, 126 ,,4.3
RAW0376,2026-09-08,Italy,festival-show,cancelled ,28600,0,$105,18635,
RAW0377,2026-12-22,ITALY, Festival ,Canceled,25700,0,TBD,0,
RAW0378,2026-04-04,United States,Stadium-Show,POSTPONED,40800,,88,40240,
RAW0379,2026-07-18,united-states,stadium show , postponed,42600,, 90 ,27297,
RAW0380,2026-11-04, U.S. , Festival , COMPLETE ,23200,21040,$78,,
RAW0381,2026-02-19,MEXICO,Club,completed,2700,2670,60 USD,1406,4.9
RAW0382,2026-06-05, Mexico ,arena show ,Complete,11800,11670,88,10851,4.8
RAW0383,2026-09-19,mexico,ARENA SHOW,Completed ,12500,11760, 86 ,8490,4.8
RAW0384,2026-01-06,Brazil,Stadium-Show, COMPLETE ,40900,34730,$94,37856,
RAW0385,2026-04-20,BRAZIL,stadium show ,completed,39200,32960,93 USD,,4.5
RAW0386,2026-08-06, Brazil , Festival ,Complete,25000,24880,79,14759,4.7
RAW0387,2026-11-20,brazil,FESTIVAL,Completed ,21100,18620, 77 ,0,4.4
RAW0388,2026-03-07,Argentina,arena show , COMPLETE ,11700,10750,$85,6950,
RAW0389,2026-06-21,ARGENTINA,ARENA SHOW,completed,12800,12560,79 USD,5938,4.4
RAW0390,2026-10-07, Argentina ,Club,Complete,2800,2570,58,,4.4
RAW0391,2026-01-22,colombia,stadium show ,Completed ,43200,35110, 86 ,42103,4.8
RAW0392,2026-05-08,Colombia, Festival , COMPLETE ,24100,23200,$80,0,
RAW0393,2026-08-22,COLOMBIA,FESTIVAL,completed,24100,20970,76 USD,19837,4.4
RAW0394,2026-12-08, Colombia ,stadium show ,Complete,47200,42660,94,42874,4.8
RAW0395,2026-03-18,nigeria,STADIUM,Completed ,29600,23760, 74 ,,
RAW0396,2026-07-04,Nigeria,FESTIVAL,CANCELLED,14600,0,$59,9277,
RAW0397,2026-10-18,NIGERIA,festival-show,cancelled ,17200,0,56 USD,0,
RAW0398,2026-02-05, South Africa ,ARENA SHOW,Postponed ,8200,,59,3775,
RAW0399,2026-05-19,south-africa,Arena-Show,POSTPONED,8600,, 62 ,8616,
RAW0400,2026-09-05,South Africa,club-show, COMPLETE ,2200,1870,$42,,
RAW0401,2026-12-19,SOUTH AFRICA,CLUB SHOW ,completed,2000,1800,44 USD,1979,4.7
RAW0402,2026-04-06, Kenya ,FESTIVAL,Complete,14000,10860,56,9722,4.9
RAW0403,2026-07-20,kenya,festival-show,Completed ,15400,11610, 58 ,0,4.2
RAW0404,2026-11-06,Kenya,STADIUM, COMPLETE ,30600,24620,$75,18283,
RAW0405,2026-02-21,EGYPT,Arena-Show,completed,8200,6360,66 USD,,4.4
RAW0406,2026-06-07, Egypt ,club-show,Complete,2000,1820,TBD,910,4.6
RAW0407,2026-09-21,egypt,CLUB SHOW ,Completed ,1900,1530,FREE,1436,4.5
RAW0408,2026-01-08,Ghana,FESTIVAL, COMPLETE ,14100,11560,$49,11441,
RAW0409,2026-04-22,GHANA,festival-show,completed,16800,12040,49 USD,10421,4.6
RAW0410,2026-08-08, Ghana ,STADIUM,Complete,29400,26130,,,4.6
RAW0411,2026-11-22,ghana,Stadium-Show,Completed ,32000,26570, 78 ,0,4.3
RAW0412,2026-03-04,Japan,festival-show, COMPLETE ,19400,15830,$77,0,
RAW0413,2026-06-18,JAPAN, Festival ,completed,21100,18420,79 USD,11032,4.5
RAW0414,2026-10-04, Japan ,Stadium-Show,Complete,41800,34560,99,31199,4.7
RAW0415,2026-01-19,south-korea,arena show ,Completed ,12400,10600, 88 ,,4.7
RAW0416,2026-05-05,"KOREA, SOUTH",CLUB SHOW ,Canceled,2600,0,$70,0,
RAW0417,2026-08-19,South Korea,Club,CANCELLED,2800,0,72 USD,0,
RAW0418,2026-12-05,south-korea,arena show , postponed,13300,,84,9452,
RAW0419,2026-03-20,singapore, Festival ,Postponed ,23700,, 84 ,20818,
RAW0420,2026-07-06,Singapore,Stadium-Show, COMPLETE ,39400,34130,$102,,
RAW0421,2026-10-20,SINGAPORE,stadium show ,completed,44100,34750,102 USD,0,4.7
RAW0422,2026-02-07, Thailand ,CLUB SHOW ,Complete,2800,2280,67,1483,
RAW0423,2026-05-21,thailand,Club,Completed ,2500,, 71 ,0,4.7
RAW0424,2026-09-07,Thailand,arena show , COMPLETE ,11700,11410,$88,6176,
RAW0425,2026-12-21,THAILAND,ARENA SHOW,completed,13400,11780,92 USD,,4.6
RAW0426,2026-04-08, India ,Stadium-Show,Complete,44300,37250,100,0,
RAW0427,2026-07-22,india,stadium show ,Completed ,38000,30860, 97 ,0,4.5
RAW0428,2026-11-08,India, Festival , COMPLETE ,24000,23130,$86,0,
RAW0429,2026-02-18,FRANCE,FESTIVAL,completed,30800,21880,100 USD,16733,4.2
RAW0430,2026-06-04, France ,stadium show ,Complete,54100,35450,124,,4.2
RAW0431,2026-09-18,france,STADIUM,Completed ,57700,38790, 116 ,55023,4.5
RAW0432,2026-01-05,uk,Club, COMPLETE ,3300,2530,$96,0,
RAW0433,2026-04-19,U.K.,club-show,completed,3400,2620,87 USD,2798,4.4
RAW0434,2026-08-05,United Kingdom ,ARENA SHOW,Complete,14300,11180,108,8734,4.5
RAW0435,2026-11-19,great britain,Arena-Show,Completed ,17400,13750,TBD,,
RAW0436,2026-03-06,Germany,stadium show ,cancelled ,59500,0,$125,49712,
RAW0437,2026-06-20,GERMANY,STADIUM,Canceled,49900,0,117 USD,25286,
RAW0438,2026-10-06, Germany ,FESTIVAL,POSTPONED,25200,,105,16268,
RAW0439,2026-01-21,spain,club-show, postponed,3400,, 86 ,1795,
RAW0440,2026-05-07,Spain,ARENA SHOW, COMPLETE ,16200,13320,$109,,
RAW0441,2026-08-21,SPAIN,Arena-Show,completed,16600,14320,113 USD,11076,4.4
RAW0442,2026-12-07, Spain ,club-show,Complete,3400,2540,91,3485,4.5
RAW0443,2026-03-22,italy,STADIUM,Completed ,53800,39320, 114 ,55184,4.4
RAW0444,2026-07-08,Italy,FESTIVAL, COMPLETE ,29000,21730,FREE,0,
RAW0445,2026-10-22,ITALY,,completed,26400,20360,103 USD,,
RAW0446,2026-02-04,United States,STADIUM,Complete,44500,36480,89,37347,4.6
RAW0447,2026-05-18,united-states,Stadium-Show,Completed ,40300,34220, 98 ,0,
RAW0448,2026-09-04, U.S. ,festival-show, COMPLETE ,23600,22990,$78,13164,
RAW0449,2026-12-18,USA, Festival ,completed,21500,19130,78 USD,9780,4.5
RAW0450,2026-04-05, Mexico ,Arena-Show,Complete,11400,10550,82,,4.6
RAW0451,2026-07-19,mexico,arena show ,Completed ,11200,11140,,5966,4.8
RAW0452,2026-11-05,Atlantis,CLUB SHOW , COMPLETE ,3000,2800,$58,2168,
RAW0453,2026-02-20,BRAZIL,Stadium-Show,completed,39500,34320,90 USD,36309,4.9
RAW0454,2026-06-06, Brazil ,festival-show,Complete,20600,18720,75,10728,
RAW0455,2026-09-20,brazil, Festival ,Completed ,20200,18620, 73 ,,
RAW0456,2026-01-07,Argentina,Arena-Show,CANCELLED,11800,0,$78,0,
RAW0457,2026-04-21,ARGENTINA,arena show ,cancelled ,10900,0,85 USD,10531,
RAW0458,2026-08-07, Argentina ,CLUB SHOW ,Postponed ,3100,,63,1933,
RAW0459,2026-11-21,argentina,Club,POSTPONED,3100,, 68 ,1458,
RAW0460,2026-03-08,Colombia,festival-show, COMPLETE ,22500,19320,$80,,
RAW0461,2026-06-22,COLOMBIA, Festival ,completed,22900,20090,80 USD,22210,4.6
RAW0462,2026-10-08, Colombia ,Stadium-Show,Complete,40900,31820,93,30205,
RAW0463,2026-01-18,nigeria,stadium show ,Completed ,28900,22110, 70 ,22815,4.4
RAW0464,2026-05-04,Nigeria, Festival , COMPLETE ,15900,13190,TBD,12793,
RAW0465,2026-08-18,NIGERIA,FESTIVAL,completed,14300,11940,51 USD,,4.4
RAW0466,2026-12-04, Nigeria ,stadium show ,Complete,30600,22640,68,16638,4.5
RAW0467,2026-03-19,south-africa,ARENA SHOW,Completed ,9300,7600, 63 ,9093,
RAW0468,2026-07-05,South Africa,Club, COMPLETE ,1800,1590,$39,883,
RAW0469,2026-10-19,SOUTH AFRICA,club-show,completed,1800,1620,47 USD,855,4.8
RAW0470,2026-02-06, Kenya , Festival ,Complete,16600,,58,,4.2
RAW0471,2026-05-20,kenya,FESTIVAL,Completed ,15600,12090, 57 ,0,
RAW0472,2026-09-06,Kenya,stadium show , COMPLETE ,29800,22010,$78,27136,
RAW0473,2026-12-20,KENYA,STADIUM,completed,33900,25500,75 USD,18064,4.4
RAW0474,2026-04-07, Egypt ,Club,Complete,1900,1420,42,1421,
RAW0475,2026-07-21,egypt,club-show,Completed ,2100,1860, 46 ,,4.6
RAW0476,2026-11-07,Egypt,ARENA SHOW,Canceled,7900,0,$63,7467,
RAW0477,2026-02-22,GHANA,FESTIVAL,CANCELLED,15700,0,51 USD,9532,
RAW0478,2026-06-08, Ghana ,stadium show , postponed,31300,,76,17343,
RAW0479,2026-09-22,ghana,STADIUM,Postponed ,28600,, 72 ,21673,
RAW0480,2026-01-04,Japan,FESTIVAL, COMPLETE ,20600,17590,$80,,
RAW0481,2026-04-18,JAPAN,festival-show,completed,20400,14580,FREE,20111,
RAW0482,2026-08-04, Japan ,STADIUM,Complete,46800,37080,94,0,4.4
RAW0483,2026-11-18,japan,Stadium-Show,Completed ,45300,35530, 100 ,25483,4.5
RAW0484,2026-03-05,south-korea,club-show, COMPLETE ,3000,2950,$67,2963,
RAW0485,2026-06-19,"KOREA, SOUTH",CLUB SHOW ,completed,2900,2760,68 USD,,4.7
RAW0486,2026-10-05,South Korea,Arena-Show,Complete,12100,11160,85,9296,4.7
RAW0487,2026-01-20,singapore,festival-show,Completed ,21300,16310, 85 ,17046,4.8
RAW0488,2026-05-06,Singapore,STADIUM, COMPLETE ,43700,39550,$95,24999,
RAW0489,2026-08-20,SINGAPORE,Stadium-Show,completed,42000,37620,100 USD,26504,4.6
RAW0490,2026-12-06, Singapore ,festival-show,Complete,22400,19290,79,,4.6
RAW0491,2026-03-21,thailand,CLUB SHOW ,Completed ,2700,2270, 68 ,1342,4.6
RAW0492,2026-07-07,Thailand,Arena-Show, COMPLETE ,11500,10690,,6942,
RAW0493,2026-10-21,THAILAND,arena show ,completed,12900,11050,TBD,11968,4.5
RAW0494,2026-02-08, India ,STADIUM,Complete,42200,31080,103,27877,4.5
RAW0495,2026-05-22,india,Stadium-Show,Completed ,45200,41290, 94 ,,4.8
RAW0496,2026-09-08,India,festival-show,cancelled ,24100,0,$80,15235,
RAW0497,2026-12-22,INDIA, Festival ,Canceled,21700,0,81 USD,13676,
RAW0498,2026-04-04, France ,Stadium-Show,POSTPONED,49800,,126,27539,
RAW0499,2026-07-18,france,stadium show , postponed,52600,, 120 ,0,
RAW0500,2026-11-04,France, Festival , COMPLETE ,29900,21620,$97,,
RAW0501,2026-02-19,U.K.,Club,completed,3400,2350,93 USD,3495,4.3
RAW0502,2026-06-05,United Kingdom ,arena show ,Complete,17200,15180,105,11231,4.5
RAW0503,2026-09-19,great britain,ARENA SHOW,Completed ,16500,12040, 105 ,0,4.5
RAW0504,2026-01-06,Germany,Stadium-Show, COMPLETE ,60200,41880,$118,0,
RAW0505,2026-04-20,GERMANY,stadium show ,completed,49400,36750,114 USD,,4.5
RAW0506,2026-08-06, Germany , Festival ,Complete,27200,19780,105,25121,4.2
RAW0507,2026-11-20,germany,FESTIVAL,Completed ,30100,22230, 107 ,21441,4.5
RAW0508,2026-03-07,Spain,arena show , COMPLETE ,15800,11760,$105,11823,
RAW0509,2026-06-21,SPAIN,ARENA SHOW,completed,14200,10970,112 USD,8773,
RAW0510,2026-10-07, Spain ,Club,Complete,3900,2950,94,,4.6
RAW0511,2026-01-22,italy,stadium show ,Completed ,56300,35570, 118 ,57169,4.1
RAW0512,2026-05-08,Italy, Festival , COMPLETE ,26100,19290,$104,21941,
RAW0513,2026-08-22,ITALY,FESTIVAL,completed,29200,22240,104 USD,22721,4.2
RAW0514,2026-12-08, Italy ,stadium show ,Complete,50000,37850,120,30796,4.1
RAW0515,2026-03-18,united-states,STADIUM,Completed ,41200,39980, 88 ,,4.8
RAW0516,2026-07-04, U.S. ,FESTIVAL,CANCELLED,22800,0,$72,22234,
RAW0517,2026-10-18,USA,festival-show,cancelled ,24200,0,76 USD,21082,
RAW0518,2026-02-05, Mexico ,ARENA SHOW,Postponed ,12100,,87,0,
RAW0519,2026-05-19,,Arena-Show,POSTPONED,12900,, 85 ,0,
RAW0520,2026-09-05,Mexico,club-show, COMPLETE ,3000,2980,$60,,
RAW0521,2026-12-19,MEXICO,CLUB SHOW ,completed,2500,2400,66 USD,1739,4.6
RAW0522,2026-04-06, Brazil ,FESTIVAL,Complete,23000,21240,TBD,0,
RAW0523,2026-07-20,brazil,festival-show,Completed ,22400,21100, 73 ,22352,4.3
RAW0524,2026-11-06,Brazil,STADIUM, COMPLETE ,41600,36770,$98,19585,
RAW0525,2026-02-21,ARGENTINA,Arena-Show,completed,11600,10260,81 USD,,4.6
RAW0526,2026-06-07, Argentina ,club-show,Complete,3100,3080,68,2434,4.9
RAW0527,2026-09-21,argentina,CLUB SHOW ,Completed ,2800,2670, 62 ,1739,4.8
RAW0528,2026-01-08,Colombia,FESTIVAL, COMPLETE ,22600,20660,$77,21540,
RAW0529,2026-04-22,COLOMBIA,festival-show,completed,19900,17900,68 USD,12307,4.7
RAW0530,2026-08-08, Colombia ,STADIUM,Complete,47200,40830,93,,4.6
RAW0531,2026-11-22,colombia,Stadium-Show,Completed ,45000,37180, 88 ,24174,
RAW0532,2026-03-04,Nigeria,festival-show, COMPLETE ,16600,12820,$51,9507,
RAW0533,2026-06-18,NIGERIA, Festival ,completed,14400,12710,,7512,4.7
RAW0534,2026-10-04, Nigeria ,,Complete,28100,21880,71,27183,4.5
RAW0535,2026-01-19,south-africa,arena show ,Completed ,8400,6960, 64 ,,4.5
RAW0536,2026-05-05,South Africa,CLUB SHOW ,Canceled,2200,0,$36,1933,
RAW0537,2026-08-19,SOUTH AFRICA,Club,CANCELLED,1800,0,39 USD,0,
RAW0538,2026-12-05, South Africa ,arena show , postponed,7700,,56,7073,
RAW0539,2026-03-20,kenya, Festival ,Postponed ,15500,, 54 ,0,
RAW0540,2026-07-06,Kenya,Stadium-Show, COMPLETE ,33700,27930,$67,,
RAW0541,2026-10-20,KENYA,stadium show ,completed,30600,22660,68 USD,0,4.6
RAW0542,2026-02-07, Egypt ,CLUB SHOW ,Complete,2100,1620,36,0,
RAW0543,2026-05-21,egypt,Club,Completed ,2200,1790, 46 ,2070,
RAW0544,2026-09-07,Egypt,arena show , COMPLETE ,8600,7150,$66,5920,
RAW0545,2026-12-21,EGYPT,ARENA SHOW,completed,9600,8400,60 USD,,4.6
RAW0546,2026-04-08, Ghana ,Stadium-Show,Complete,31100,24210,67,16067,4.6
RAW0547,2026-07-22,ghana,stadium show ,Completed ,27100,22220, 73 ,21722,4.6
RAW0548,2026-11-08,Ghana, Festival , COMPLETE ,15100,11500,$56,9154,
RAW0549,2026-02-18,JAPAN,FESTIVAL,completed,20000,15900,76 USD,18351,4.8
RAW0550,2026-06-04, Japan ,stadium show ,Complete,38500,32290,95,,4.4
RAW0551,2026-09-18,japan,STADIUM,Completed ,39500,31630,TBD,23684,4.4
RAW0552,2026-01-05,South Korea,Club, COMPLETE ,2800,2440,$75,2277,
RAW0553,2026-04-19,south-korea,club-show,completed,2600,2140,68 USD,2413,4.5
RAW0554,2026-08-05,"KOREA, SOUTH",ARENA SHOW,Complete,12000,10060,87,11522,
RAW0555,2026-11-19,South Korea,Arena-Show,Completed ,11000,9810,FREE,,4.4
RAW0556,2026-03-06,Singapore,stadium show ,cancelled ,41200,0,$99,22414,
RAW0557,2026-06-20,SINGAPORE,STADIUM,Canceled,43900,0,96 USD,35262,
RAW0558,2026-10-06, Singapore ,FESTIVAL,POSTPONED,19800,,78,19678,
RAW0559,2026-01-21,thailand,club-show, postponed,2800,, 76 ,1544,
RAW0560,2026-05-07,Thailand,ARENA SHOW, COMPLETE ,10900,9890,$93,,
RAW0561,2026-08-21,THAILAND,Arena-Show,completed,12300,10280,95 USD,9899,
RAW0562,2026-12-07, Thailand ,club-show,Complete,2600,2320,68,1851,4.6
RAW0563,2026-03-22,india,STADIUM,Completed ,43100,34700, 96 ,0,4.4
RAW0564,2026-07-08,India,FESTIVAL, COMPLETE ,19500,,$78,15928,
RAW0565,2026-10-22,Atlantis,festival-show,completed,23200,20920,78 USD,,4.7
RAW0566,2026-02-04, France ,STADIUM,Complete,56300,41100,117,42839,
RAW0567,2026-05-18,france,Stadium-Show,Completed ,58900,47290, 120 ,44706,4.5
RAW0568,2026-09-04,France,festival-show, COMPLETE ,26300,18530,$107,27519,
RAW0569,2026-12-18,FRANCE, Festival ,completed,28800,18210,99 USD,14045,4.1
RAW0570,2026-04-05,United Kingdom ,Arena-Show,Complete,14900,11590,106,,
RAW0571,2026-07-19,great britain,arena show ,Completed ,15900,13030, 105 ,15478,4.5
RAW0572,2026-11-05,uk,CLUB SHOW , COMPLETE ,3400,2670,$86,2386,
RAW0573,2026-02-20,GERMANY,Stadium-Show,completed,52400,35280,114 USD,47741,4.0
RAW0574,2026-06-06, Germany ,festival-show,Complete,29000,22320,,13943,4.4
RAW0575,2026-09-20,germany, Festival ,Completed ,27500,19520, 106 ,,4.3
RAW0576,2026-01-07,Spain,Arena-Show,CANCELLED,16500,0,$109,11078,
RAW0577,2026-04-21,SPAIN,arena show ,cancelled ,14000,0,114 USD,6666,
RAW0578,2026-08-07, Spain ,CLUB SHOW ,Postponed ,3400,,95,1580,
RAW0579,2026-11-21,spain,Club,POSTPONED,3700,, 85 ,0,
RAW0580,2026-03-08,Italy,festival-show, COMPLETE ,29600,20740,TBD,,
RAW0581,2026-06-22,ITALY, Festival ,completed,29600,25380,96 USD,18470,4.8
RAW0582,2026-10-08, Italy ,Stadium-Show,Complete,60400,39550,118,61921,
RAW0583,2026-01-18,united-states,stadium show ,Completed ,47500,44180, 89 ,32917,4.6
RAW0584,2026-05-04, U.S. , Festival , COMPLETE ,20800,20400,$80,18258,
RAW0585,2026-08-18,USA,FESTIVAL,completed,21900,20980,75 USD,,4.7
RAW0586,2026-12-04,United States,stadium show ,Complete,38900,34890,86,20614,
RAW0587,2026-03-19,mexico,ARENA SHOW,Completed ,12800,10920, 78 ,0,4.7
RAW0588,2026-07-05,Mexico,Club, COMPLETE ,2900,2890,$63,2372,
RAW0589,2026-10-19,MEXICO,club-show,completed,2500,2490,68 USD,2194,4.7
RAW0590,2026-02-06, Brazil , Festival ,Complete,24500,21220,68,,
RAW0591,2026-05-20,brazil,FESTIVAL,Completed ,24400,24280, 74 ,0,4.9
RAW0592,2026-09-06,Brazil,stadium show , COMPLETE ,45300,38760,FREE,0,
RAW0593,2026-12-20,BRAZIL,STADIUM,completed,40100,33980,92 USD,0,4.6
RAW0594,2026-04-07, Argentina ,Club,Complete,3000,2870,59,1741,4.8
RAW0595,2026-07-21,argentina,club-show,Completed ,2900,2890, 63 ,,4.7
RAW0596,2026-11-07,Argentina,ARENA SHOW,Canceled,11500,0,$77,7565,
RAW0597,2026-02-22,COLOMBIA,FESTIVAL,CANCELLED,23300,0,73 USD,10964,
RAW0598,2026-06-08, Colombia ,stadium show , postponed,40000,,88,0,
RAW0599,2026-09-22,colombia,STADIUM,Postponed ,47500,, 95 ,40903,
RAW0600,2026-01-04,Nigeria,FESTIVAL, COMPLETE ,14200,11870,$58,,
