show_id,show_date,month,region,country,city,event_type,capacity,tickets_sold,ticket_price,marketing_spend,fan_rating
WS0286,2026-11-19,Nov,America,Mexico,Mexico City,Arena Show,11400,10180,76,0,4.5
WS0287,2026-12-05,Dec,America,Mexico,Mexico City,Arena Show,12200,11560,87,11155,
WS0288,2026-12-19,Dec,America,Mexico,Mexico City,Club Show,2500,2400,66,1739,4.6
WS0289,2026-01-06,Jan,America,Brazil,Sao Paulo,Stadium Show,40900,34730,94,37856,4.5
WS0290,2026-01-20,Jan,America,Brazil,Sao Paulo,Festival,23600,22590,70,21245,4.6
WS0291,2026-02-06,Feb,America,Brazil,Sao Paulo,Festival,24500,21220,68,16701,
WS0292,2026-02-20,Feb,America,Brazil,Sao Paulo,Stadium Show,39500,34320,90,36309,4.9
WS0293,2026-03-06,Mar,America,Brazil,Sao Paulo,Stadium Show,43200,39820,94,34747,4.7
WS0294,2026-03-20,Mar,America,Brazil,Sao Paulo,Festival,21500,20060,72,14777,4.7
WS0295,2026-04-06,Apr,America,Brazil,Sao Paulo,Festival,23000,21240,73,0,
WS0296,2026-04-20,Apr,America,Brazil,Sao Paulo,Stadium Show,39200,32960,93,17812,4.5
WS0297,2026-05-06,May,America,Brazil,Sao Paulo,Stadium Show,46900,40070,93,35071,4.6
WS0298,2026-05-20,May,America,Brazil,Sao Paulo,Festival,24400,24280,74,0,4.9
WS0299,2026-06-06,Jun,America,Brazil,Sao Paulo,Festival,20600,18720,75,10728,
WS0300,2026-06-20,Jun,America,Brazil,Sao Paulo,Stadium Show,46100,43020,90,47420,
WS0301,2026-07-06,Jul,America,Brazil,Sao Paulo,Stadium Show,41100,38400,98,32709,4.4
WS0302,2026-07-20,Jul,America,Brazil,Sao Paulo,Festival,22400,21100,73,22352,4.3
WS0303,2026-08-06,Aug,America,Brazil,Sao Paulo,Festival,25000,24880,79,14759,4.7
WS0304,2026-08-20,Aug,America,Brazil,Sao Paulo,Stadium Show,44200,40320,87,45620,4.5
WS0305,2026-09-06,Sep,America,Brazil,Sao Paulo,Stadium Show,45300,38760,98,0,4.7
WS0306,2026-09-20,Sep,America,Brazil,Sao Paulo,Festival,20200,18620,73,14690,
WS0307,2026-10-06,Oct,America,Brazil,Sao Paulo,Festival,20100,18020,73,18880,4.6
WS0308,2026-10-20,Oct,America,Brazil,Sao Paulo,Stadium Show,46600,38460,86,32632,
WS0309,2026-11-06,Nov,America,Brazil,Sao Paulo,Stadium Show,41600,36770,98,19585,4.6
WS0310,2026-11-20,Nov,America,Brazil,Sao Paulo,Festival,21100,18620,77,0,4.4
WS0311,2026-12-06,Dec,America,Brazil,Sao Paulo,Festival,24200,21760,80,11829,4.8
WS0312,2026-12-20,Dec,America,Brazil,Sao Paulo,Stadium Show,40100,33980,92,0,4.6
WS0313,2026-01-07,Jan,America,Argentina,Buenos Aires,Arena Show,11800,10360,78,0,4.6
WS0314,2026-01-21,Jan,America,Argentina,Buenos Aires,Club Show,3000,2930,60,2694,4.5
WS0315,2026-02-07,Feb,America,Argentina,Buenos Aires,Club Show,2600,2400,60,2688,4.6
WS0316,2026-02-21,Feb,America,Argentina,Buenos Aires,Arena Show,11600,10260,81,12002,4.6
WS0317,2026-03-07,Mar,America,Argentina,Buenos Aires,Arena Show,11700,10750,85,6950,4.7
WS0318,2026-03-21,Mar,America,Argentina,Buenos Aires,Club Show,2900,2860,59,1962,4.8
WS0319,2026-04-07,Apr,America,Argentina,Buenos Aires,Club Show,3000,2870,59,1741,4.8
WS0320,2026-04-21,Apr,America,Argentina,Buenos Aires,Arena Show,10900,9960,85,10531,4.6
WS0321,2026-05-07,May,America,Argentina,Buenos Aires,Arena Show,13400,13010,79,13047,
WS0322,2026-05-21,May,America,Argentina,Buenos Aires,Club Show,2900,2890,62,1330,5.0
WS0323,2026-06-07,Jun,America,Argentina,Buenos Aires,Club Show,3100,3080,68,2434,4.9
WS0324,2026-06-21,Jun,America,Argentina,Buenos Aires,Arena Show,12800,12560,79,5938,4.4
WS0325,2026-07-07,Jul,America,Argentina,Buenos Aires,Arena Show,11100,10390,83,5949,4.7
WS0326,2026-07-21,Jul,America,Argentina,Buenos Aires,Club Show,2900,2890,63,2790,4.7
WS0327,2026-08-07,Aug,America,Argentina,Buenos Aires,Club Show,3100,3080,63,1933,
WS0328,2026-08-21,Aug,America,Argentina,Buenos Aires,Arena Show,12100,11930,78,12076,4.7
WS0329,2026-09-07,Sep,America,Argentina,Buenos Aires,Arena Show,13600,12930,83,8332,4.7
WS0330,2026-09-21,Sep,America,Argentina,Buenos Aires,Club Show,2800,2670,62,1739,4.8
WS0331,2026-10-07,Oct,America,Argentina,Buenos Aires,Club Show,2800,2570,58,0,4.4
WS0332,2026-10-21,Oct,America,Argentina,Buenos Aires,Arena Show,13600,12620,86,12845,
WS0333,2026-11-07,Nov,America,Argentina,Buenos Aires,Arena Show,11500,10940,77,7565,4.8
WS0334,2026-11-21,Nov,America,Argentina,Buenos Aires,Club Show,3100,3080,68,1458,4.9
WS0335,2026-12-07,Dec,America,Argentina,Buenos Aires,Club Show,3100,2900,61,2801,4.7
WS0336,2026-12-21,Dec,America,Argentina,Buenos Aires,Arena Show,13100,12540,79,9735,5.0
WS0337,2026-01-08,Jan,America,Colombia,Bogota,Festival,22600,20660,77,21540,4.3
WS0338,2026-01-22,Jan,America,Colombia,Bogota,Stadium Show,43200,35110,86,42103,4.8
WS0339,2026-02-08,Feb,America,Colombia,Bogota,Stadium Show,40600,34160,90,41287,4.3
WS0340,2026-02-22,Feb,America,Colombia,Bogota,Festival,23300,21250,73,10964,4.7
WS0341,2026-03-08,Mar,America,Colombia,Bogota,Festival,22500,19320,80,19164,4.7
WS0342,2026-03-22,Mar,America,Colombia,Bogota,Stadium Show,42800,37930,93,21394,4.5
WS0343,2026-04-08,Apr,America,Colombia,Bogota,Stadium Show,47300,40500,86,30281,4.5
WS0344,2026-04-22,Apr,America,Colombia,Bogota,Festival,19900,17900,68,12307,4.7
WS0345,2026-05-08,May,America,Colombia,Bogota,Festival,24100,23200,80,0,4.9
WS0346,2026-05-22,May,America,Colombia,Bogota,Stadium Show,46800,44630,92,0,4.7
WS0347,2026-06-08,Jun,America,Colombia,Bogota,Stadium Show,40000,36470,88,0,4.8
WS0348,2026-06-22,Jun,America,Colombia,Bogota,Festival,22900,20090,80,22210,4.6
WS0349,2026-07-08,Jul,America,Colombia,Bogota,Festival,21700,21590,71,20332,
WS0350,2026-07-22,Jul,America,Colombia,Bogota,Stadium Show,39100,35650,91,18152,4.6
WS0351,2026-08-08,Aug,America,Colombia,Bogota,Stadium Show,47200,40830,93,48165,4.6
WS0352,2026-08-22,Aug,America,Colombia,Bogota,Festival,24100,20970,76,19837,4.4
WS0353,2026-09-08,Sep,America,Colombia,Bogota,Festival,24700,20550,79,12956,4.3
WS0354,2026-09-22,Sep,America,Colombia,Bogota,Stadium Show,47500,45710,95,40903,
WS0355,2026-10-08,Oct,America,Colombia,Bogota,Stadium Show,40900,31820,93,30205,
WS0356,2026-10-22,Oct,America,Colombia,Bogota,Festival,24900,19890,75,22082,4.4
WS0357,2026-11-08,Nov,America,Colombia,Bogota,Festival,24800,22920,73,25072,4.6
WS0358,2026-11-22,Nov,America,Colombia,Bogota,Stadium Show,45000,37180,88,24174,
WS0359,2026-12-08,Dec,America,Colombia,Bogota,Stadium Show,47200,42660,94,42874,4.8
WS0360,2026-12-22,Dec,America,Colombia,Bogota,Festival,25100,24050,79,19585,4.9
WS0361,2026-01-04,Jan,Africa,Nigeria,Lagos,Festival,14200,11870,58,9276,4.3
WS0362,2026-01-18,Jan,Africa,Nigeria,Lagos,Stadium Show,28900,22110,70,22815,4.4
WS0363,2026-02-04,Feb,Africa,Nigeria,Lagos,Stadium Show,32100,26920,72,30044,4.5
WS0364,2026-02-18,Feb,Africa,Nigeria,Lagos,Festival,14500,11540,50,12849,4.3
WS0365,2026-03-04,Mar,Africa,Nigeria,Lagos,Festival,16600,12820,51,9507,4.4
WS0366,2026-03-18,Mar,Africa,Nigeria,Lagos,Stadium Show,29600,23760,74,22908,
WS0367,2026-04-04,Apr,Africa,Nigeria,Lagos,Stadium Show,27900,21060,78,0,4.4
WS0368,2026-04-18,Apr,Africa,Nigeria,Lagos,Festival,17000,12470,60,13795,4.2
WS0369,2026-05-04,May,Africa,Nigeria,Lagos,Festival,15900,13190,49,12793,
WS0370,2026-05-18,May,Africa,Nigeria,Lagos,Stadium Show,33100,22770,75,19623,
WS0371,2026-06-04,Jun,Africa,Nigeria,Lagos,Stadium Show,31800,24680,74,29732,4.4
WS0372,2026-06-18,Jun,Africa,Nigeria,Lagos,Festival,14400,12710,56,7512,4.7
WS0373,2026-07-04,Jul,Africa,Nigeria,Lagos,Festival,14600,11520,59,9277,4.7
WS0374,2026-07-18,Jul,Africa,Nigeria,Lagos,Stadium Show,27100,21040,78,28141,4.6
WS0375,2026-08-04,Aug,Africa,Nigeria,Lagos,Stadium Show,32500,28380,67,33929,4.8
WS0376,2026-08-18,Aug,Africa,Nigeria,Lagos,Festival,14300,11940,51,9563,4.4
WS0377,2026-09-04,Sep,Africa,Nigeria,Lagos,Festival,15400,10860,56,14173,4.3
WS0378,2026-09-18,Sep,Africa,Nigeria,Lagos,Stadium Show,32300,23320,76,27748,
WS0379,2026-10-04,Oct,Africa,Nigeria,Lagos,Stadium Show,28100,21880,71,27183,4.5
WS0380,2026-10-18,Oct,Africa,Nigeria,Lagos,Festival,17200,14010,56,0,4.5
WS0381,2026-11-04,Nov,Africa,Nigeria,Lagos,Festival,15300,11330,53,0,4.6
WS0382,2026-11-18,Nov,Africa,Nigeria,Lagos,Stadium Show,31200,20590,77,24779,4.2
WS0383,2026-12-04,Dec,Africa,Nigeria,Lagos,Stadium Show,30600,22640,68,16638,4.5
WS0384,2026-12-18,Dec,Africa,Nigeria,Lagos,Festival,15100,12450,56,0,4.8
WS0385,2026-01-05,Jan,Africa,South Africa,Johannesburg,Club Show,2200,1860,39,1537,4.4
WS0386,2026-01-19,Jan,Africa,South Africa,Johannesburg,Arena Show,8400,6960,64,6655,4.5
WS0387,2026-02-05,Feb,Africa,South Africa,Johannesburg,Arena Show,8200,6410,59,3775,
WS0388,2026-02-19,Feb,Africa,South Africa,Johannesburg,Club Show,2200,1830,42,0,4.3
WS0389,2026-03-05,Mar,Africa,South Africa,Johannesburg,Club Show,2100,1710,48,1414,4.6
WS0390,2026-03-19,Mar,Africa,South Africa,Johannesburg,Arena Show,9300,7600,63,9093,
WS0391,2026-04-05,Apr,Africa,South Africa,Johannesburg,Arena Show,7800,6250,68,4866,4.7
WS0392,2026-04-19,Apr,Africa,South Africa,Johannesburg,Club Show,1900,1660,45,0,4.5
WS0393,2026-05-05,May,Africa,South Africa,Johannesburg,Club Show,2200,2080,36,1933,4.9
WS0394,2026-05-19,May,Africa,South Africa,Johannesburg,Arena Show,8600,6210,62,8616,4.3
WS0395,2026-06-05,Jun,Africa,South Africa,Johannesburg,Arena Show,8000,6510,66,7049,4.2
WS0396,2026-06-19,Jun,Africa,South Africa,Johannesburg,Club Show,2200,2010,37,0,4.8
WS0397,2026-07-05,Jul,Africa,South Africa,Johannesburg,Club Show,1800,1590,39,883,4.6
WS0398,2026-07-19,Jul,Africa,South Africa,Johannesburg,Arena Show,8100,6770,59,6597,4.3
WS0399,2026-08-05,Aug,Africa,South Africa,Johannesburg,Arena Show,8700,7630,66,0,4.6
WS0400,2026-08-19,Aug,Africa,South Africa,Johannesburg,Club Show,1800,1640,39,0,4.8
WS0401,2026-09-05,Sep,Africa,South Africa,Johannesburg,Club Show,2200,1870,42,1792,4.3
WS0402,2026-09-19,Sep,Africa,South Africa,Johannesburg,Arena Show,7700,6060,56,5988,
WS0403,2026-10-05,Oct,Africa,South Africa,Johannesburg,Arena Show,8600,6800,62,5044,4.5
WS0404,2026-10-19,Oct,Africa,South Africa,Johannesburg,Club Show,1800,1620,47,855,4.8
WS0405,2026-11-05,Nov,Africa,South Africa,Johannesburg,Club Show,2000,1500,43,1051,4.5
WS0406,2026-11-19,Nov,Africa,South Africa,Johannesburg,Arena Show,9100,7290,62,4620,4.4
WS0407,2026-12-05,Dec,Africa,South Africa,Johannesburg,Arena Show,7700,6450,56,7073,
WS0408,2026-12-19,Dec,Africa,South Africa,Johannesburg,Club Show,2000,1800,44,1979,4.7
WS0409,2026-01-06,Jan,Africa,Kenya,Nairobi,Stadium Show,27200,19680,67,15609,4.3
WS0410,2026-01-20,Jan,Africa,Kenya,Nairobi,Festival,14500,11850,59,8162,
WS0411,2026-02-06,Feb,Africa,Kenya,Nairobi,Festival,16600,12850,58,10762,4.2
WS0412,2026-02-20,Feb,Africa,Kenya,Nairobi,Stadium Show,28300,19500,71,28515,4.4
WS0413,2026-03-06,Mar,Africa,Kenya,Nairobi,Stadium Show,30700,21540,77,18068,
WS0414,2026-03-20,Mar,Africa,Kenya,Nairobi,Festival,15500,12260,54,0,4.6
WS0415,2026-04-06,Apr,Africa,Kenya,Nairobi,Festival,14000,10860,56,9722,4.9
WS0416,2026-04-20,Apr,Africa,Kenya,Nairobi,Stadium Show,31800,24300,70,32491,4.4
WS0417,2026-05-06,May,Africa,Kenya,Nairobi,Stadium Show,30400,24620,76,24134,
WS0418,2026-05-20,May,Africa,Kenya,Nairobi,Festival,15600,12090,57,0,
WS0419,2026-06-06,Jun,Africa,Kenya,Nairobi,Festival,14500,12670,50,12165,
WS0420,2026-06-20,Jun,Africa,Kenya,Nairobi,Stadium Show,31500,22940,66,29025,4.5
WS0421,2026-07-06,Jul,Africa,Kenya,Nairobi,Stadium Show,33700,27930,67,0,4.9
WS0422,2026-07-20,Jul,Africa,Kenya,Nairobi,Festival,15400,11610,58,0,4.2
WS0423,2026-08-06,Aug,Africa,Kenya,Nairobi,Festival,14400,12090,57,8896,
WS0424,2026-08-20,Aug,Africa,Kenya,Nairobi,Stadium Show,32200,28980,78,15820,4.7
WS0425,2026-09-06,Sep,Africa,Kenya,Nairobi,Stadium Show,29800,22010,78,27136,
WS0426,2026-09-20,Sep,Africa,Kenya,Nairobi,Festival,14400,11170,58,0,4.1
WS0427,2026-10-06,Oct,Africa,Kenya,Nairobi,Festival,16600,13300,59,0,
WS0428,2026-10-20,Oct,Africa,Kenya,Nairobi,Stadium Show,30600,22660,68,0,4.6
WS0429,2026-11-06,Nov,Africa,Kenya,Nairobi,Stadium Show,30600,24620,75,18283,4.2
WS0430,2026-11-20,Nov,Africa,Kenya,Nairobi,Festival,16200,13780,53,15469,4.7
WS0431,2026-12-06,Dec,Africa,Kenya,Nairobi,Festival,14000,11040,51,10403,4.3
WS0432,2026-12-20,Dec,Africa,Kenya,Nairobi,Stadium Show,33900,25500,75,18064,4.4
WS0433,2026-01-07,Jan,Africa,Egypt,Cairo,Arena Show,9300,7240,65,0,4.2
WS0434,2026-01-21,Jan,Africa,Egypt,Cairo,Club Show,2000,1680,40,1649,4.5
WS0435,2026-02-07,Feb,Africa,Egypt,Cairo,Club Show,2100,1620,36,0,
WS0436,2026-02-21,Feb,Africa,Egypt,Cairo,Arena Show,8200,6360,66,6642,4.4
WS0437,2026-03-07,Mar,Africa,Egypt,Cairo,Arena Show,9400,7240,62,4251,4.5
WS0438,2026-03-21,Mar,Africa,Egypt,Cairo,Club Show,2200,1840,46,1600,4.6
WS0439,2026-04-07,Apr,Africa,Egypt,Cairo,Club Show,1900,1420,42,1421,
WS0440,2026-04-21,Apr,Africa,Egypt,Cairo,Arena Show,8800,7220,65,6285,
WS0441,2026-05-07,May,Africa,Egypt,Cairo,Arena Show,9400,8410,59,4762,4.7
WS0442,2026-05-21,May,Africa,Egypt,Cairo,Club Show,2200,1790,46,2070,
WS0443,2026-06-07,Jun,Africa,Egypt,Cairo,Club Show,2000,1820,44,910,4.6
WS0444,2026-06-21,Jun,Africa,Egypt,Cairo,Arena Show,8500,6960,64,5482,4.2
WS0445,2026-07-07,Jul,Africa,Egypt,Cairo,Arena Show,8200,7100,60,0,4.6
WS0446,2026-07-21,Jul,Africa,Egypt,Cairo,Club Show,2100,1860,46,1226,4.6
WS0447,2026-08-07,Aug,Africa,Egypt,Cairo,Club Show,2100,1840,39,2001,4.8
WS0448,2026-08-21,Aug,Africa,Egypt,Cairo,Arena Show,8000,6800,60,7865,4.5
WS0449,2026-09-07,Sep,Africa,Egypt,Cairo,Arena Show,8600,7150,66,5920,4.4
WS0450,2026-09-21,Sep,Africa,Egypt,Cairo,Club Show,1900,1530,40,1436,4.5
WS0451,2026-10-07,Oct,Africa,Egypt,Cairo,Club Show,2200,1760,45,1875,4.5
WS0452,2026-10-21,Oct,Africa,Egypt,Cairo,Arena Show,8000,7230,58,4074,4.5
WS0453,2026-11-07,Nov,Africa,Egypt,Cairo,Arena Show,7900,5970,63,7467,4.7
WS0454,2026-11-21,Nov,Africa,Egypt,Cairo,Club Show,1800,1590,39,0,4.9
WS0455,2026-12-07,Dec,Africa,Egypt,Cairo,Club Show,1800,1320,38,0,4.5
WS0456,2026-12-21,Dec,Africa,Egypt,Cairo,Arena Show,9600,8400,60,5922,4.6
WS0457,2026-01-08,Jan,Africa,Ghana,Accra,Festival,14100,11560,49,11441,4.6
WS0458,2026-01-22,Jan,Africa,Ghana,Accra,Stadium Show,31300,24510,67,20683,4.5
WS0459,2026-02-08,Feb,Africa,Ghana,Accra,Stadium Show,27900,20500,75,25785,4.4
WS0460,2026-02-22,Feb,Africa,Ghana,Accra,Festival,15700,11640,51,9532,4.3
WS0461,2026-03-08,Mar,Africa,Ghana,Accra,Festival,14300,10470,54,14246,4.2
WS0462,2026-03-22,Mar,Africa,Ghana,Accra,Stadium Show,30500,24060,69,14569,4.3
WS0463,2026-04-08,Apr,Africa,Ghana,Accra,Stadium Show,31100,24210,67,16067,4.6
WS0464,2026-04-22,Apr,Africa,Ghana,Accra,Festival,16800,12040,49,10421,4.6
WS0465,2026-05-08,May,Africa,Ghana,Accra,Festival,14000,11510,48,6503,4.6
WS0466,2026-05-22,May,Africa,Ghana,Accra,Stadium Show,27100,21530,78,0,4.4
WS0467,2026-06-08,Jun,Africa,Ghana,Accra,Stadium Show,31300,24030,76,17343,4.4
WS0468,2026-06-22,Jun,Africa,Ghana,Accra,Festival,16300,14640,52,15030,4.8
WS0469,2026-07-08,Jul,Africa,Ghana,Accra,Festival,15200,12040,50,15930,4.5
WS0470,2026-07-22,Jul,Africa,Ghana,Accra,Stadium Show,27100,22220,73,21722,4.6
WS0471,2026-08-08,Aug,Africa,Ghana,Accra,Stadium Show,29400,26130,71,29795,4.6
WS0472,2026-08-22,Aug,Africa,Ghana,Accra,Festival,14400,12960,52,10834,4.6
WS0473,2026-09-08,Sep,Africa,Ghana,Accra,Festival,15900,12690,55,10427,4.3
WS0474,2026-09-22,Sep,Africa,Ghana,Accra,Stadium Show,28600,22260,72,21673,4.4
WS0475,2026-10-08,Oct,Africa,Ghana,Accra,Stadium Show,33800,25270,67,20987,
WS0476,2026-10-22,Oct,Africa,Ghana,Accra,Festival,15700,11970,59,12757,4.3
WS0477,2026-11-08,Nov,Africa,Ghana,Accra,Festival,15100,11500,56,9154,
WS0478,2026-11-22,Nov,Africa,Ghana,Accra,Stadium Show,32000,26570,78,0,4.3
WS0479,2026-12-08,Dec,Africa,Ghana,Accra,Stadium Show,29100,22490,73,16396,4.7
WS0480,2026-12-22,Dec,Africa,Ghana,Accra,Festival,15800,12330,49,11529,4.5
